Initializing benchmark subset...
Discovered 2000 files for benchmarking.

--- RUNTIME ANALYSIS ---
Total files scanned: 2000
Total time elapsed:  12.6704 seconds
Throughput:          157.92 files/second
Findings discovered: 7395
------------------------
         7288097 function calls (7279784 primitive calls) in 14.357 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 mupdf.py:59372(ll_fz_keep_imp16_outparams)
        1    0.000    0.000    0.000    0.000 mupdf.py:59683(ll_fz_new_deflated_data_from_buffer_outparams)
        1    0.000    0.000    0.000    0.000 mupdf.py:59727(ll_fz_new_draw_device_with_options_outparams)
        1    0.000    0.000    0.000    0.000 mupdf.py:3440(fz_stext_grid_positions)
        1    0.000    0.000    0.000    0.000 mupdf.py:4094(fz_write_story_positions)
        1    0.000    0.000    0.000    0.000 mupdf.py:59712(ll_fz_new_display_list_from_svg_xml_outparams)
        1    0.000    0.000    0.000    0.000 mupdf.py:1931(fz_sha512)
        1    0.000    0.000    0.000    0.000 tempfile.py:132(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 feedparser.py:136(FeedParser)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:788(Protocol)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:881(SupportsInt)
        1    0.000    0.000    0.000    0.000 events.py:161(AbstractServer)
        3    0.000    0.000    0.000    0.000 _namespace_utils.py:86(__init__)
        1    0.000    0.000    0.000    0.000 json_schema.py:2376(ValidationsMapping)
        1    0.000    0.000    0.000    0.000 _schema_generation_shared.py:65(CallbackGetCoreSchemaHandler)
        1    0.000    0.000    0.000    0.000 dbapi2.py:48(<listcomp>)
        1    0.000    0.000    0.000    0.000 mupdf.py:59019(ll_fz_convert_error_outparams)
        1    0.000    0.000    0.000    0.000 mupdf.py:59033(ll_fz_convert_separation_colors_outparams)
        1    0.000    0.000    0.000    0.000 mupdf.py:59103(ll_fz_decode_barcode_from_pixmap_outparams)
        1    0.000    0.000    0.000    0.000 mupdf.py:59117(ll_fz_decode_barcode_from_pixmap2_outparams)
        1    0.000    0.000    0.000    0.000 mupdf.py:59301(ll_fz_getopt_long_outparams)
        1    0.000    0.000    0.000    0.000 mupdf.py:59811(ll_fz_paint_shade_outparams)
        1    0.000    0.000    0.000    0.000 mupdf.py:60210(ll_pdf_decode_cmap_outparams)
        1    0.000    0.000    0.000    0.000 mupdf.py:60650(ll_pdf_to_string_outparams)
        1    0.000    0.000    0.000    0.000 mupdf.py:60607(ll_pdf_sample_shade_function_outparams)
        1    0.000    0.000    0.000    0.000 models.py:19(FileMetadata)
        1    0.000    0.000    0.000    0.000 encoder.py:74(JSONEncoder)
        2    0.000    0.000    0.000    0.000 utils.py:51(_has_surrogates)
        1    0.000    0.000    0.000    0.000 header.py:541(_Accumulator)
        1    0.000    0.000    0.000    0.000 core_schema.py:3907(UrlSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:212(ValidationInfo)
        1    0.000    0.000    0.000    0.000 core_schema.py:873(StringSchema)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2489(__init__)
        1    0.000    0.000    0.000    0.000 functional_validators.py:156(PlainValidator)
        3    0.000    0.000    0.000    0.000 _osx_support.py:129(<genexpr>)
        1    0.000    0.000    0.000    0.000 mupdf.py:59329(ll_fz_has_option_outparams)
        1    0.000    0.000    0.000    0.000 mupdf.py:59358(ll_fz_keep_imp_outparams)
        1    0.000    0.000    0.000    0.000 mupdf.py:59501(ll_fz_lookup_noto_math_font_outparams)
        1    0.000    0.000    0.000    0.000 mupdf.py:59783(ll_fz_open_image_decomp_stream_from_buffer_outparams)
        1    0.000    0.000    0.000    0.000 mupdf.py:60079(ll_pdf_annot_MK_BG_outparams)
        1    0.000    0.000    0.000    0.000 mupdf.py:60152(ll_pdf_annot_interior_color_outparams)
        1    0.000    0.000    0.000    0.000 mupdf.py:60181(ll_pdf_array_get_string_outparams)
        1    0.000    0.000    0.000    0.000 mupdf.py:60324(ll_pdf_js_execute_outparams)
        1    0.000    0.000    0.000    0.000 mupdf.py:60338(ll_pdf_load_encoding_outparams)
        1    0.000    0.000    0.000    0.000 _wxcolors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:8889(IdentityMatrix)
        1    0.000    0.000    0.000    0.000 {method 'close' of 'select.kqueue' objects}
        1    0.000    0.000    0.000    0.000 subprocess.py:163(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 modes.py:104(GCM)
        1    0.000    0.000    0.000    0.000 _typing_extra.py:145(is_finalvar)
        1    0.000    0.000    0.000    0.000 queues.py:218(PriorityQueue)
        1    0.000    0.000    0.000    0.000 functional_validators.py:810(SkipValidation)
        1    0.000    0.000    0.000    0.000 mupdf.py:59075(ll_fz_decode_barcode_from_page_outparams)
        1    0.000    0.000    0.000    0.000 mupdf.py:59472(ll_fz_lookup_noto_emoji_font_outparams)
        1    0.000    0.000    0.000    0.000 mupdf.py:59641(ll_fz_new_brotli_data_from_buffer_outparams)
        1    0.000    0.000    0.000    0.000 mupdf.py:60037(ll_fz_subset_ttf_for_gids_outparams)
        1    0.000    0.000    0.000    0.000 mupdf.py:60409(ll_pdf_lookup_substitute_font_outparams)
        2    0.000    0.000    0.000    0.000 enum.py:1227(__hash__)
        3    0.000    0.000    0.000    0.000 typing.py:206(_should_unflatten_callable_args)
        3    0.000    0.000    0.000    0.000 datetime.py:46(_days_before_year)
        1    0.000    0.000    0.000    0.000 _base.py:569(Executor)
        1    0.000    0.000    0.000    0.000 threading.py:103(_RLock)
        1    0.000    0.000    0.000    0.000 selectors.py:341(_PollLikeSelector)
        1    0.000    0.000    0.000    0.000 __init__.py:123(DeprecatedTuple)
        1    0.000    0.000    0.000    0.000 zipfile.py:1131(_ZipWriteFile)
        1    0.000    0.000    0.000    0.000 _policybase.py:271(Compat32)
        1    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 gzip.py:455(_GzipReader)
        1    0.000    0.000    0.000    0.000 algorithms.py:29(TripleDES)
        1    0.000    0.000    0.000    0.000 core_schema.py:2502(WithDefaultSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:3121(ModelFieldsSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:3296(DataclassField)
        1    0.000    0.000    0.000    0.000 core_schema.py:3193(ModelSchema)
        1    0.000    0.000    0.000    0.000 unix_events.py:1337(ThreadedChildWatcher)
        1    0.000    0.000    0.000    0.000 _typing_extra.py:69(is_hashable)
        1    0.000    0.000    0.000    0.000 selector_events.py:1134(_SelectorDatagramTransport)
        1    0.000    0.000    0.000    0.000 _decorators.py:31(ValidatorDecoratorInfo)
        1    0.000    0.000    0.000    0.000 _internal_dataclass.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _utils.py:319(__init__)
        1    0.000    0.000    0.000    0.000 _known_annotated_metadata.py:147(_get_at_to_constraint_map)
        1    0.000    0.000    0.000    0.000 _common.py:127(_TZifHeader)
        1    0.000    0.000    0.000    0.000 types.py:2576(EncodedStr)
        1    0.000    0.000    0.000    0.000 mupdf.py:59089(ll_fz_decode_barcode_from_page2_outparams)
        1    0.000    0.000    0.000    0.000 mupdf.py:59201(ll_fz_encode_character_with_fallback_outparams)
        1    0.000    0.000    0.000    0.000 mupdf.py:59229(ll_fz_eval_function_outparams)
        1    0.000    0.000    0.000    0.000 mupdf.py:59386(ll_fz_keep_imp_locked_outparams)
        1    0.000    0.000    0.000    0.000 mupdf.py:59655(ll_fz_new_buffer_from_flattened_stext_page_outparams)
        1    0.000    0.000    0.000    0.000 mupdf.py:59669(ll_fz_new_deflated_data_outparams)
        1    0.000    0.000    0.000    0.000 mupdf.py:59883(ll_fz_search_chapter_page_number_outparams)
        1    0.000    0.000    0.000    0.000 mupdf.py:64904(DiagnosticCallbackPython)
        1    0.000    0.000    0.000    0.000 mupdf.py:59911(ll_fz_search_page_outparams)
        1    0.000    0.000    0.000    0.000 mupdf.py:59925(ll_fz_search_page_number_outparams)
        1    0.000    0.000    0.000    0.000 mupdf.py:59967(ll_fz_store_scavenge_outparams)
        1    0.000    0.000    0.000    0.000 mupdf.py:60238(ll_pdf_dict_get_put_drop_outparams)
        1    0.000    0.000    0.000    0.000 mupdf.py:60252(ll_pdf_dict_get_string_outparams)
        1    0.000    0.000    0.000    0.000 mupdf.py:60282(ll_pdf_eval_function_outparams)
        1    0.000    0.000    0.000    0.000 mupdf.py:60636(ll_pdf_sprint_obj_outparams)
        1    0.000    0.000    0.000    0.000 mupdf.py:60664(ll_pdf_tos_make_trm_outparams)
        1    0.000    0.000    0.000    0.000 mupdf.py:60707(ll_pdf_zugferd_profile_outparams)
        1    0.000    0.000    0.000    0.000 __init__.py:16120(FitResult)
        1    0.000    0.000    0.000    0.000 mupdf.py:2048(fz_json)
        1    0.000    0.000    0.000    0.000 mupdf.py:2141(fz_store_hash)
        1    0.000    0.000    0.000    0.000 mupdf.py:5952(pdf_recolor_options)
        3    0.000    0.000    0.000    0.000 typing.py:2880(_namedtuple_mro_entries)
        1    0.000    0.000    0.000    0.000 parse.py:785(__getattr__)
        1    0.000    0.000    0.000    0.000 psparser.py:77(PSSymbolTable)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:4219(__init__)
        1    0.000    0.000    0.000    0.000 core_schema.py:757(DecimalSchema)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2493(_UnpackAlias)
        1    0.000    0.000    0.000    0.000 _import_utils.py:16(import_cached_field_info)
        1    0.000    0.000    0.000    0.000 functional_validators.py:256(WrapValidator)
        1    0.000    0.000    0.000    0.000 types.py:2477(EncodedBytes)
        1    0.000    0.000    0.000    0.000 mupdf.py:59543(ll_fz_lookup_noto_symbol2_font_outparams)
        1    0.000    0.000    0.000    0.000 mupdf.py:60423(ll_pdf_map_one_to_many_outparams)
        5    0.000    0.000    0.000    0.000 _generate_schema.py:2880(_resolve_definition)
        2    0.000    0.000    0.000    0.000 reprlib.py:9(recursive_repr)
        1    0.000    0.000    0.000    0.000 process.py:66(_ThreadWakeup)
        1    0.000    0.000    0.000    0.000 context.py:283(SpawnProcess)
        1    0.000    0.000    0.000    0.000 selectors.py:206(_BaseSelectorImpl)
        2    0.000    0.000    0.000    0.000 subprocess.py:290(_optim_args_from_interpreter_flags)
        1    0.000    0.000    0.000    0.000 _functools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 header.py:179(Header)
        1    0.000    0.000    0.000    0.000 models.py:254(CharsetMatches)
        5    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
       10    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        1    0.000    0.000    0.000    0.000 pdffont.py:971(PDFSimpleFont)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:936(SupportsRound)
        1    0.000    0.000    0.000    0.000 core_schema.py:1000(DateSchema)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3847(Doc)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1024(__new__)
        1    0.000    0.000    0.000    0.000 core_schema.py:1954(DictSchema)
        1    0.000    0.000    0.000    0.000 events.py:24(Handle)
        1    0.000    0.000    0.000    0.000 subprocess.py:17(SubprocessStreamProtocol)
        1    0.000    0.000    0.000    0.000 transports.py:9(BaseTransport)
        1    0.000    0.000    0.000    0.000 types.py:2846(GetPydanticSchema)
        1    0.000    0.000    0.000    0.000 mupdf.py:59243(ll_fz_fill_pixmap_with_color_outparams)
        1    0.000    0.000    0.000    0.000 mupdf.py:59529(ll_fz_lookup_noto_symbol1_font_outparams)
        1    0.000    0.000    0.000    0.000 mupdf.py:59585(ll_fz_match_page_outparams)
        1    0.000    0.000    0.000    0.000 mupdf.py:59613(ll_fz_match_stext_page_outparams)
        1    0.000    0.000    0.000    0.000 mupdf.py:59854(ll_fz_read_best_outparams)
        1    0.000    0.000    0.000    0.000 table.py:388(TextMap)
        1    0.000    0.000    0.000    0.000 mupdf.py:60622(ll_pdf_signature_contents_outparams)
        1    0.000    0.000    0.000    0.000 popen_spawn_posix.py:26(Popen)
        1    0.000    0.000    0.000    0.000 mupdf.py:5809(pdf_doc_event)
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        1    0.000    0.000    0.000    0.000 encoder.py:105(__init__)
        1    0.000    0.000    0.000    0.000 context.py:276(ForkProcess)
        1    0.000    0.000    0.000    0.000 tempfile.py:416(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 _policybase.py:281(_sanitize_header)
        1    0.000    0.000    0.000    0.000 _adapters.py:48(SpecPath)
        1    0.000    0.000    0.000    0.000 algorithms.py:36(AES)
        1    0.000    0.000    0.000    0.000 __init__.py:74(ErrorDetails)
        1    0.000    0.000    0.000    0.000 algorithms.py:106(ChaCha20)
        1    0.000    0.000    0.000    0.000 image.py:35(BMPWriter)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:236(__init__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1675(TypeVar)
        1    0.000    0.000    0.000    0.000 core_schema.py:1134(DatetimeSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:3431(DataclassSchema)
        1    0.000    0.000    0.000    0.000 transports.py:251(_FlowControlMixin)
        4    0.000    0.000    0.000    0.000 <string>:2(is_any)
        1    0.000    0.000    0.000    0.000 unix_events.py:902(PidfdChildWatcher)
        1    0.000    0.000    0.000    0.000 _model_construction.py:743(_DeprecatedFieldDescriptor)
        1    0.000    0.000    0.000    0.000 types.py:1542(_SecretBase)
        1    0.000    0.000    0.000    0.000 mupdf.py:59215(ll_fz_error_callback_outparams)
        1    0.000    0.000    0.000    0.000 mupdf.py:59741(ll_fz_new_svg_device_with_id_outparams)
        1    0.000    0.000    0.000    0.000 mupdf.py:59755(ll_fz_new_test_device_outparams)
        1    0.000    0.000    0.000    0.000 mupdf.py:65053(fz_install_load_system_font_funcs_args3)
        1    0.000    0.000    0.000    0.000 mupdf.py:59981(ll_fz_store_scavenge_external_outparams)
        1    0.000    0.000    0.000    0.000 mupdf.py:59995(ll_fz_strsep_outparams)
        1    0.000    0.000    0.000    0.000 mupdf.py:60051(ll_fz_warning_callback_outparams)
        1    0.000    0.000    0.000    0.000 mupdf.py:60451(ll_pdf_page_presentation_outparams)
        1    0.000    0.000    0.000    0.000 mupdf.py:60544(ll_pdf_print_encrypted_obj_outparams)
        1    0.000    0.000    0.000    0.000 mupdf.py:58608(FzErrorNone)
        1    0.000    0.000    0.000    0.000 mupdf.py:2656(fz_compression_params)
        1    0.000    0.000    0.000    0.000 mupdf.py:5505(pdf_vectorize_filter_options)
        1    0.000    0.000    0.000    0.000 subprocess.py:695(_use_posix_spawn)
        2    0.000    0.000    0.000    0.000 process.py:94(<genexpr>)
        2    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 layout.py:945(LTFigure)
        1    0.000    0.000    0.000    0.000 _modes.py:33(ModeWithInitializationVector)
        1    0.000    0.000    0.000    0.000 core_schema.py:2612(UnionSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:2989(TypedDictSchema)
        1    0.000    0.000    0.000    0.000 streams.py:117(FlowControlMixin)
        1    0.000    0.000    0.000    0.000 aliases.py:88(AliasGenerator)
        1    0.000    0.000    0.000    0.000 annotated_handlers.py:66(GetCoreSchemaHandler)
        1    0.000    0.000    0.000    0.000 types.py:3178(_AllowAnyJson)
        1    0.000    0.000    0.000    0.000 mupdf.py:59599(ll_fz_match_page_number_outparams)
        1    0.000    0.000    0.000    0.000 mupdf.py:59840(ll_fz_pool_array_append_outparams)
        1    0.000    0.000    0.000    0.000 mupdf.py:59939(ll_fz_search_stext_page_outparams)
